key,en,zh-TW
products.fields.allowSpecialRequest.label,Allow the user to request a special request (attach notes),允許使用者提出特殊請求（附註）
products.fields.isActive.label,Active,活動
products.fields.isAddonOnly.label,Use this product only as an addon for others products,僅將此產品作為其他產品的外掛使用
products.fields.optionName.label,Option Name,選項名稱
products.fields.optionValue.label,Option Value,選項值
products.fields.variant.label,Variant,變體
products.fields.addImageFromLink,Add Image,新增圖片
products.fields.uploadImage,Upload Image,上傳圖片
products.fields.tagsDescription,Tags are searchable.,標籤可搜尋。
products.fields.addonsDescription,"Add products that clients can buy as an add-on. You can also give free products here. For example, a restaurant may give free drinks options here. You must create a product before you use it as add-on.",新增顧客可以作為附加產品購買的產品。您也可以在這裡提供免費產品。例如，餐廳可能會在這裡提供免費飲料選擇。您必須先建立一個產品，然後才能將其用作附加元件。
products.fields.addonName.label,Name,名稱
products.fields.addonName.placeholder,name,名稱
products.fields.addonMaxSelections.label,Max selections,最大選擇數
products.fields.addonProducts.label,Products,產品
products.fields.addonProducts.placeholder,Select products...,選擇產品...
products.fields.variantsDescription,"Add variants if this product comes in multiple versions, like different sizes or colors",新增變體，如果該產品有多個版本，例如不同的尺寸或顏色
products.fields.metaCatalogId.label,Meta Catalog ID,Meta目錄ID
products.inventoryPolicy.dont_track,Don't track inventory,不追蹤庫存
products.inventoryPolicy.track,Track inventory,追蹤庫存
tiktok.title,TikTok,TikTok
tiktok.description,Connect your TikTok account to reply to direct messages.,連接您的 TikTok 帳號用於回覆私訊。
tiktok.refreshToken,Refresh Token,刷新權杖
coupons.title,Coupons,優惠券
coupons.description,"Manage campaign coupon topics, imports, exports, and flow-ready coupon codes.",管理活動優惠券主題、匯入、匯出和流程就緒優惠券代碼。
coupons.singular,Coupon,優惠券
coupons.topicCouponsTitle,Topic Coupons,主題優惠券
coupons.tabs.topicCoupon,Topic Coupon,主題優惠券
coupons.tabs.coupon,Coupon,優惠券
coupons.tabs.listTopic,List Topic,清單主題
coupons.tabs.archive,Archive,封存
coupons.topic.create,Create New,建立新
coupons.topic.edit,Edit topic,編輯主題
coupons.actions.import,Import coupons,匯入優惠券
coupons.actions.export,Download Coupon List,下載優惠券清單
coupons.actions.downloadImportTemplate,Download import template,下載匯入範本
coupons.fields.topic,Topic,主題
coupons.fields.selectTopic,Select topic,選擇主題
coupons.fields.importCsvOnly,Click or drag .csv file to this area to upload,點選或拖曳.csv檔案到此區域即可上傳
coupons.fields.allTopics,All topics,所有主題
coupons.fields.couponCount,Coupons,優惠券
coupons.fields.validity,Validity period,有效期限
coupons.fields.unlimited,Unlimited,無限制
coupons.fields.code,Code,代碼
coupons.fields.issueStatus,Status,狀態
coupons.fields.usageStatus,Usage,用法
coupons.fields.allIssueStatuses,All statuses,所有狀態
coupons.fields.allUsageStatuses,All usage,所有使用情況
coupons.fields.searchCode,Search code,搜尋代碼
coupons.issueStatuses.published,Published,已發布
coupons.issueStatuses.unpublished,Unpublished,未發布
coupons.usageStatuses.used,Used,已使用
coupons.usageStatuses.notUsed,Not used yet,尚未使用
coupons.variables.group,Coupons,優惠券
coupons.messages.topicSaved,Coupon topic saved.,優惠券主題已儲存。
coupons.messages.editLocked,Name and description are locked after coupons have been created or imported.,建立或匯入優惠券後，名稱和描述將被鎖定。
coupons.messages.archiveTitle,Archive coupon topic,封存優惠券主題
coupons.messages.archiveConfirm,"Archive ""{name}""? It will move to the Archive list.",封存「{name}」？它將移至封存清單。
coupons.messages.archiveBulkConfirm,Archive {count} selected topics? They will move to the Archive list.,要封存 {count} 個已選主題嗎？它們將移至封存清單。
coupons.messages.restoreTitle,Restore coupon topic,還原優惠券主題
coupons.messages.unarchiveConfirm,"Restore ""{name}""? It will move back to the Topic list.",還原「{name}」？它將移回主題清單。
coupons.messages.unarchiveBulkConfirm,Restore {count} selected topics? They will move back to the Topic list.,還原 {count} 所選主題？他們將移回到主題清單。
coupons.messages.deleteTitle,Delete coupon topic,刪除優惠券主題
coupons.messages.deleteConfirm,Delete this archived topic? Coupon history is preserved.,刪除這個封存主題？優惠券歷史記錄已保留。
coupons.messages.empty,No coupons found.,找不到優惠券。
coupons.messages.importStarted,Coupon import started.,優惠券匯入已開始。
coupons.messages.exportStarted,Coupon export started.,優惠券匯出開始。
coupons.messages.exportFailed,Coupon export failed.,優惠券匯出失敗。
coupons.messages.exportCount,{count} coupon rows will be exported.,{count} 優惠券行。
productCategories.title,Categories,分類
productCategories.loadError,Unable to load product categories.,無法載入產品類別。
productCategories.all,All products,所有產品
productCategories.create,Create category,建立類別
productCategories.edit,Rename category,重新命名類別
productCategories.name,Category name,分類名稱
productCategories.namePlaceholder,e.g. Summer collection,例如夏季系列
productCategories.parent,Parent category,父類別
productCategories.noParent,None (top level),無（頂層）
productCategories.save,Save,儲存
productCategories.created,Category created.,分類。
productCategories.updated,Category updated.,分類已更新。
productCategories.deleted,Category deleted.,分類已刪除。
productCategories.saveError,Unable to save this category.,無法儲存此類別。
productCategories.deleteError,Unable to delete this category.,無法刪除此類別。
productCategories.delete,Delete,刪除
productCategories.cancel,Cancel,取消
productCategories.actions,Category actions,分類操作
productCategories.deleteTitle,Delete “{name}”?,刪除「{name}」？
productCategories.deleteDescription,"{count, plural, =0 {No products are assigned to this category.} one {# product will move to Uncategorized.} other {# products will move to Uncategorized.}}","{count, plural, =0 {此分類尚未指派任何商品。} one {# 項商品將移至未分類。} other {# 項商品將移至未分類。}}"
productCategories.createSub,Create subcategory,建立子類別
productCategories.empty,No categories yet. Create one to group your products.,尚無分類。請建立分類以整理您的商品。
productCategories.columns.name,Name,名稱
productCategories.columns.products,Products,產品
productCategories.columns.subcategories,Subcategories,子類別
productCategories.expand,Show subcategories,顯示子類別
productCategories.collapse,Hide subcategories,隱藏子類別
productCategories.productCount,"{count, plural, =0 {No products} one {# product} other {# products}}","{count, plural, =0 {沒有商品} one {# 項商品} other {# 項商品}}"
productCategories.deleteChildrenWarning,"{count, plural, one {Its # subcategory will be deleted too.} other {Its # subcategories will be deleted too.}}","{count, plural, one {其 # 個子分類也會一併刪除。} other {其 # 個子分類也會一併刪除。}}"
productImport.title,Import,匯入
productImport.mapColumns,Column mapping,列映射
productImport.mapColumnsHint,Match each product field to a column from your file. Leave a field unmapped to skip it.,將每個產品欄位與檔案中的欄位相符。保留某個欄位未映射以跳過它。
productImport.downloadTemplate,Download template,下載範本
productImport.upload,Upload a .csv or .xlsx file,上傳 .csv 或 .xlsx 檔案
productImport.confirm,Start import,開始匯入
productImport.started,Product import started.,產品匯入已開始。
productImport.error,Product import failed.,產品匯入失敗。
productImport.notMapped,Not mapped,未映射
productImport.createMissingCategories,Create categories that do not exist,建立不存在的類別
productImport.fields.name,Product name,產品名稱
productImport.fields.sku,SKU,SKU
productImport.fields.price,Price,價格
productImport.fields.discount,Discount,折扣
productImport.fields.shortDescription,Short description,簡短說明
productImport.fields.category,Category,分類
productImport.fields.vendor,Vendor,供應商
productImport.fields.inventoryQuantity,Inventory quantity,庫存數量
productImport.fields.imageUrl,Image URL,圖片URL
productImport.fields.productUrl,Product URL,產品URL
productImport.template.sheetName,Products,產品
productImport.template.name,Product name,產品名稱
productImport.template.sku,SKU,SKU
productImport.template.price,Price,價格
productImport.template.discount,Discount,折扣
productImport.template.shortDescription,Short description,簡短說明
productImport.template.category,Category,分類
productImport.template.vendor,Vendor,供應商
productImport.template.inventoryQuantity,Inventory quantity,庫存數量
productImport.template.imageUrl,Image URL,圖片URL
productImport.template.productUrl,Product URL,產品URL
productImport.template.exampleOne.name,Classic T-shirt,經典T卹
productImport.template.exampleOne.description,Soft cotton T-shirt,柔軟棉質T卹
productImport.template.exampleOne.category,Clothing,服裝
productImport.template.exampleOne.vendor,Example Brand,範例品牌
productImport.template.exampleTwo.name,Canvas tote,帆布手提包
productImport.template.exampleTwo.description,Reusable canvas tote bag,可重複使用的帆布手提袋
productImport.template.exampleTwo.category,Accessories,配件
productImport.template.exampleTwo.vendor,Example Brand,範例品牌
metaCatalog.title,Sync Meta Catalog,同步Meta 目錄
metaCatalog.connect,Connect Meta,連接Meta
metaCatalog.connectDescription,Connect a Meta Business account to push your products to an existing catalog.,連接 Meta 企業帳戶，用於將您的產品推送到現有目錄。
metaCatalog.tabs.sync,Sync to Meta,同步到Meta
metaCatalog.tabs.import,Sync from Meta,從Meta同步
metaCatalog.tabs.history,History,歷史
